bar,equity
610,9907.93
611,9907.93
612,9907.93
613,9907.93
614,9907.93
615,9907.93
616,9907.93
617,9907.93
618,9907.93
619,9907.93
620,9907.93
621,9904.28
622,9904.28
623,9904.28
624,9904.28
625,9904.28
626,9904.28
627,9904.28
628,9904.28
629,9904.28
630,9916.45
631,9910.63
632,9909.9
633,9908.33
634,9907.6
635,9906.98
636,9905.47
637,9904.01
638,9904.01
639,9899.28
640,9897.45
641,9897.45
642,9897.45
643,9897.45
644,9897.45
645,9897.45
646,9897.45
647,9897.45
648,9897.45
649,9897.45
650,9897.45
651,9897.45
652,9897.45
653,9905.47
654,9905.47
655,9905.47
656,9898.01
657,9898.01
658,9898.01
659,9898.01
660,9898.01
661,9898.01
662,9898.01
663,9898.01
664,9898.01
665,9898.01
666,9898.01
667,9898.01
668,9898.01
669,9898.01
670,9898.01
671,9898.01
672,9898.01
673,9898.01
674,9898.01
675,9898.01
676,9898.01
677,9898.01
678,9898.01
679,9898.01
680,9898.01
681,9898.01
682,9898.01
683,9898.01
684,9898.01
685,9898.01
686,9898.01
687,9898.01
688,9898.01
689,9898.01
690,9898.01
691,9898.01
692,9898.01
693,9898.01
694,9898.01
695,9898.01
696,9898.01
697,9898.01
698,9901.45
699,9896.87
700,9896.87
701,9896.87
702,9896.87
703,9900.23
704,9900.23
705,9893.86
706,9893.86
707,9893.86
708,9896.28
709,9896.28
710,9896.28
711,9896.28
712,9897.35
713,9897.35
714,9901.28
715,9901.28
716,9901.28
717,9901.28
718,9901.28
719,9901.28
720,9901.28
721,9893.23
722,9893.23
723,9893.23
724,9893.23
725,9904.78
726,9902.26
727,9904.4
728,9917.13
729,9914.6
730,9912.16
731,9912.16
732,9905.0
733,9905.0
734,9905.0
735,9905.0
736,9905.0
737,9905.0
738,9903.93
739,9903.93
740,9903.93
741,9903.93
742,9903.2
743,9903.2
744,9903.2
745,9903.2
746,9903.2
747,9903.2
748,9903.2
749,9901.05
750,9901.05
751,9901.05
752,9901.05
753,9900.29
754,9900.29
